"product","rating","helpful","reviewdate","user","summary","content"
"3570126463","5","12","2004-08-15","matiweratschnig","Der abschließender Teil der Abby-Lynn-Serie","Abby und ihr Mann Andrew haben sich einem illegalen Siedlertrack angeschlossen um den skrupelllosen Rotröcken, die die britische Kolonie Australien unter ihrer Befehlsgewalt haben, zu entkommen und außerhalb der Grenzen des bekannten Territoriums ein neues Leben zu beginnen. Doch die Reise erweist sich als anstrengend und gefahrenvoll. Zusetzlich nehmen sich Abby und ihre Familie auch noch des Waisenmädchens Emily an, das ihren Vater während eines Unfalls verlor. Schließlich finden die Siedler ein schönes und fruchtbares Tal, doch der Frieden ist nicht von Dauer. Nicht nur ein Mitglied des Tracks sorgt für großen Ärger, sondern auch die Rotröcke und Abbys Erzrivalin Cleo, die auf Rache sinnt und Abby ein für alle Mal am Galgen baumeln sehen will, haben sich an die Fersen der Familie Chandler geheftet...&lt;BR&gt;Auch Band IV enttäuschte mich nicht und hielt locker mit seinen Vorgängern mit. Leicht verständlich, spannend, einfühlsam, interessant und dramatisch geschrieben kann man das Buch kaum noch aus der Hand legen &lt;BR&gt;Schade nur, dass die Reihe nicht mehr fortgesetzt wird... ;-("
"3401058371","1","6","2005-08-16","bu2005","Nicht zu empfehlen","Ich bin ein grosser James Bond Fan und habe mir deswegen vor ein paar Wochen die englische Originalversion dieses Buches gekauft. Ich bin ziemlich enttaeuscht. Die Charaktere sind flach, die Dialoge steif, und Atmosphaere entsteht keine. Die Geschichte von James Bond in Jugendjahren enthaelt zwar die typischen Elemente (schoene Frau, groessenwahnsinniger Boesewicht, wissenschaftliche Gimmicks etc.), aber sie ist trotzdem nur ein duerrer Abklatsch von Ian Flemings Buechern. Ich war mir auch bis zum Schluss nicht sicher, ob das Buch fuer Erwachsene oder fuer Kinder gedacht ist. Falls es ein Kinderbuch sein sollte: Enid Blyton liefert bessere Unterhaltung!"
"3938276037","5","5","2005-03-26","cusvonlieres","Spitze","Ich bin mittlerweile ein großer Fan von The Grooves. Vol. 1 und Vol.2 gefielen mir sehr gut. Doch die dritte CD übertrifft alles. Sie ist noch spritziger, mutiger und reißt einfach mit. Sowohl Sprecher als auch Musik sind noch besser geworden. Mühelos öffnen sich die Sinne dieser swingenden und groovigen Texte, die einen immer wieder zum Lachen bringen. Absolut empfehlenswert."
"389835704X","5","1","2005-06-01","lockhex","Supergut für Kinder und Erwachsene","Ich möchte den Herren Hilbert und Janosa meinen wämsten Dank aussprechen! Endlich muss ich nicht mehr Benjamin Blümchen hören!!&lt;P&gt;Fetzige Musik und Texte, die Kindern Spaß machen und Erwachsene scmunzeln lassen. Die abwechslungsreiche Musik und die lustigen Geschichten garantieren langen Hörspaß, man hört sich nicht so schnell satt.&lt;P&gt;Lange Urlaubsfahrten werden damit zur reinsten Erholung. Wir freuen uns schon auf die nächste Geschichte, die hoffentlich bald kommt."
"389835704X","5","5","2005-06-08","monezone2","Einfach genial","Nach ein paar Hörprobe der Ritter Rost Lieder war mein Sohn (5) ruckzuck ein begeisterter Anhänger, besonders vom frechen Drachen Koks. &lt;BR&gt;Nun besitzen wir 2 Bücher/Cds der Reihe und sind restlos begeistert. Man kann den Machern dieser wunderbaren &quot;Kindermusik&quot; gar nicht genug danken. Die Texte sind witzig, spritzig, bis fein ironisch. Die musikalische Umsetzung ist einfach von bester Qualtität. &lt;BR&gt;Und ich muss gestehen...mittlerweile bin ich der größere Fan von Ritter Rost und scheue mich auch nicht die Bücher an meine Freunde zu verschenken, die bisher ausnahmslos infiziert wurden.:)"
"389835704X","5","12","2002-09-16","pholker","Auf nach Schrottland!","Seit sieben Wochen regnet es im Fabelwesenwald. Also machen sich die Bewohner der Eisernen Burg auf die Reise in wärmere Gefilde. Mit Graf Zitzewitzens Zielflugzeppelin fliegen sie nach Schrottland (eine Persiflage auf den Ruhr-&quot;Pott&quot;), wo Erz und Kohle fließen. Doch irgendwas ist faul dort, das Wetter ist auch hier total aus den Fugen geraten. Außerdem: König Bleifuß, der Verbogene bricht sich einen Zacken aus der Krone und seine übergewichtige Tochter Magnesia findet die Liebe ihres Lebens.&lt;P&gt;Fetzige Songs für die Urlaubszeit zum Mitsingen, &quot;malerische Ansichtsbilder&quot; aus Schrottland, auf denen man viele alte Bekannte wiedersieht (Graf Knoblauch, den Bauchredner, den Werwolf Mies und und und). Stil und Qualität der Musical-Serie bleiben auch beim fünften Band+CD ungebrochen (okay, bei Magnesias Gesang kann man über den &quot;Genuss&quot; streiten, aber das lag wohl auch im Sinn der Sache); wer die anderen Episoden kennt, kann auch hier wieder getrost zuschlagen."
"3551552533","1","1","2005-08-07","tisir","seeeehr schwach","ich habe mir das buch bestellt da mir der 3 teil doch sehr gut gefallen hat nur ... der 4 teil ist seeehr entäuschend..., es war zuu naja wie soll ich sagen ..... 0 8 15... das harry am tunier teilnimmt obwohl er das nicht wollte und dann gaaaaaaaanz zufällig gegen schüler gewinnt die 3 kassen über ihm sind ... was soll ich denn davon halten ^o) also echt .... noch einen tipp wenn sie ein wirklich ein gutes buch lesen wollen das zudem noch recht realistisch ist (soweit des in diesem genre möglich ist) dann kann ich ihnen artemis fowl wärmstens empfehlen !!!"
"3551552533","5","9","2003-05-19","zauberlehrling","Verwirrung macht sich breit","Die ersten drei Bände beginnen alle ähnlich. Harry und all seine Lieben bzw. die Familie Dursley werden vorgestellt, jeder bekommt noch einmal eine Kurzzusammenfassung, wer Harry eigentlich ist, warum er so besonders ist etc etc.&lt;P&gt;Doch im 4. Band ist alles anders? Naja, nicht alles, aber doch ziemlich viel. Vom Leser wird nun ein gewisses Vorwissen über unseren süßen Helden-Sprößling erwartet, und das ist auch gut so. Denn es gibt keine Zeit zu verlieren und das Buch hat auch nur etwas über 700 Seiten, die viel zu schnell gelesen sind.&lt;P&gt;Spannend ist es allemal, wie alle anderen Bücher. Einziges Manko: die Bücher enthalten derartig viele Details, dass man schnell das eine oder andere vergißt und dann (das nun ist wiederum gut für J.K. Rowling und ihren Verlag) ist es gut, wenn man die vorherigen Bücher allesamt im heimischen Zaubererschrank stehen hat, um mal flux nachzuschauen warum er dies oder jenes kann oder weiss...&lt;P&gt;Ja, es ist schön zu wissen, dass es noch kleine Helden gibt, die selbst Erwachsene vom Hocker reißen. Ich hatte meinen Spass und warte nun sehnsüchtig auf die &quot;Order des Phoenix&quot;...."
"3551552533","5","6","2002-11-10","marionsteiger","Zuerst etwas langatmig und dann doch genial!","Wenn man vorher Band 3 &quot;Der Gefangene von Askaban&quot; gelesen hat und nun gleich zu Anfang vom 4.Band ähnliches erwartet, könnte man unter Umständen ein wenig enttäuscht werden, denn die Geschichte plätschert relativ seicht dahin, auch wenn der Prolog einen auf Düsteres einstimmt. Daran kann auch die Quidditch-Weltmeisterschaft und das Erscheinen eines gefürchteten Zeichens vorerst nichts ändern. &lt;P&gt;Richtig gewohnte Spannung kommt eigentlich erst im letzten Drittel so langsam wieder auf. Dann aber ist man ruck-zuck gefesselt durch die sich überstürzenden Ereignisse und wird für das Warten auf Spannung mehr als belohnt. Ich konnte das Buch zum Schluß hin nicht mehr aus der Hand legen und hatte am Ende das Gefühl, ein Buch gelesen zu haben, dass der Auftakt zu einem ganz neuen Kapitel von Harry Potter ist. Man sieht förmlich, wie die Geschichte der Autorin aus der Hand gleitet und sich selbständig macht - mit noch ungewissem Ausgang. &lt;P&gt;Wir werden in Zukunft einiges erwarten können, denn mit diesem Buch wurde der Grundstein zu einem zweiten &quot;Herr der Ringe&quot; gelegt. Die harmlose Kindergeschichte ist erwachsen geworden..."
"3551552533","5","34","2001-10-16","guest","Bisher die beste Ausgabe, inhaltlich wie äußerlich","Die neueste Erwachsenenausgabe der Harry-Potter-Reihe ist nicht nur inhatltlich ein Bestseller, sondern auch äußerlich ein echtes Schmuckstück, daß den Kauf bereits schon deshalb lohnt.&lt;P&gt;Der Held wird auch in seinem vierten Abenteuer wieder von seiner Vergangenheit eingeholt. Im Kampf um den &quot;Trimagischen Pokal&quot; lernt Harry unter anderem auch Schüler von anderen Zauberschulen kennen. Und auch Lord Voldemort bleibt nicht untätig.&lt;P&gt;Man hat also wieder einmal ein spannendes Buch in der Hand, daß den Kauf lohnt. Jedoch sollte man auch darauf achten, daß nicht Kinder unter zehn, besser zwölf Jahren es lesen, da es einige Szenen gibt, die doch etwas &quot;blutiger&quot; sind."
"3442339057","5","16","2005-05-17","angersteinjh","Dahlke, Rüdiger - Selbstheilung CD","Als erfahrene Psychotherapeutin kann ich diese CD mit gutem Gewissen empfehlen. Es ist schwer Vergleichbares zu finden. Eine wunderbare Hilfe zur Selbsterkenntnis der Krankheitsursachen und zur Unterstützung der Selbstheilung durch Imagination.&lt;BR&gt;Wer regelmässig mit dieser CD übt, kann sicher sein die Möglichkeiten der mentalen Selbstheilung optimal genutzt zu haben. Natürlich ist eine psychoneuroimmunologische Therapie an der Hand eines erfahrenen Therapeuten dadurch nicht zu ersetzen, aber eine große Hilfe ist die CD auf jeden Fall."
"3899401883","5","13","2003-10-22","dieruewis","das rätsel von burg schreckenstein","Das Buch ist ja schon sehr gut. Aber das Hörbuch ist noch besser. Rufus Beck har ja schon bei anderen Produktionen sein Können unter Beweis gestellt. Durch diese CD wird dieses wieder bestätigt wie gut er mehrere Rollen sprechen kann. Sehr gekonnt und gelungen. Hoffentlich kommt die nächste CD bald raus. FÜR SCHRECKENSTEINFANS EIN MUSS!!!"
"3899401883","5","22","2003-10-16","niuw","spannend","Eine neue Hörspielfolge von den Schreckensteinern. Hier ist mal wieder Rufus Beck ein Garant für ein gelungenes und unterhaltsames Hörspielerlebnis für Groß und KLein. Nach schreckensteiner Art wird diesmal das Rätsel der verschwundenen Sachen auf der Burg gelöst. Welcher Ritter hat den Ehrenkodex gebrochen? Oder sind gar die Mädchen von Rosenfels in die Sache verwickelt? Kein Ritter traut mehr dem anderen, was dazu führt, dass morgens alle müde sind, weil sie die Nacht hindurch hinter &quot;Verdächtigen&quot; hergelaufen sind.&lt;BR&gt;Das Hörspiel bietet ein gelungenes Wechselspiel zwischen Spannung und lustiger Unterhaltung."
"3893859861","5","3","2005-10-21","123soleils","Für alle Skeptiker: DIESE CD IST EINFACH WUNDERBAR !!!","Ich bin selbst so ein &quot;Skeptiker&quot;, der eigentlich nicht an &quot;so etwas&quot; glaubt. Trotzdem (und obwohl der Titel nicht gerade seriös klingt) habe ich mich darauf eingelassen und kann nur sagen: DIESE CD IST EINFACH WUNDERBAR !!!&lt;P&gt;Angenehm anzuhören, sehr motivierend, und sie hat meiner Meinung nach eine wirklich positive Wirkung auf das Unterbewusstsein und die eigene Denkweise!&lt;P&gt;Ich würde die CD jederzeit wieder kaufen und kann sie bedingungslos weiterempfehlen !!&lt;P&gt;Lasst Euch darauf ein - es hilft !!!"
"3893859861","3","4","2005-07-12","epohlmeier","Unwirksam?","Positiv ist zu bewerten, dass die CD sich herrlich anhören lässt. Sie ist im Ohr absolut angenehm. Die jenigen, die schon Erfahrung mit solchen CD's gemacht haben, werden sich vielleicht wundern. Sie ist auf alle Fälle anders als die, die ich bisher kennen gelernt habe. Allerdings nach drei Wochen hören hat sich bei mir absolut keine Wirkung bemerkbar gemacht, deshalb nur drei Sterne."
"3893859861","5","26","2005-03-31","bjbaginski","höchst empfehlenswert . . .","Nun, wenn es erlaubt ist, diese CD-Produktion zu bewerten, würde ich ihr tatsächlich die höchstmögliche Punktzahl geben. Ich denke, es ist eine in jeder Beziehung wunderbar gelungene und absolut wirkungsvolle Aufnahme, zu der ich allen Beteiligten nur gratulieren kann. Der Mut, hierbei einen neuen und eigenen Weg zu wagen, hat sich gewiß gelohnt. &lt;BR&gt;Allen die mit ihren Pfunden ringen, möchte ich diese CD ans Herz legen - hier wird ein wirklich ganzheitlicher Ansatz in hervorragender Gestaltung und Bearbeitung geboten. So möchte ich dieser CD eine weite Verbreitung wünschen ! Mein Wunsch an das Produzenten-Team: Bearbeitet weitere Themen in dieser tollen Art und Weise !&lt;BR&gt;Bodo J. Baginski, Irland"
"3893859861","5","23","2005-01-31","buecherwurmelinchen","Lasssen Sie sich drauf ein...","Ich habe schon viele CD's zur Entspannung, zur psychologischen &quot;Beeinflussung&quot; gehört. Selten aber war ich auf Anhieb so begeistert wie von dieser CD. Wer schlank werden will, soll sich auf diesen Text einlassen. Hier werden die richtigen Fragen gestellt, die das Gehirn zur Phantasie anregen... Auch die Hintergrundmusik und die Stimme des Sprechers sind sehr einfühlsam und man meint nach 22 Min. dass es schade ist, aber dann höre ich sie einfach noch mal. Meine volle Kaufempfehlung und wenn ich könnte würde ich für dieses Produkt 10 Sterne geben. Kaufen, Hören, Sichwohlfühlen und abnehmen..."
"B0000ADYDR","5","11","2003-08-15","nilsie","sehr nice für den hintergrund","wer die cd's kennt und liebt braucht auch die dvd. man kann die dvd wunderbar im hintergrund laufen lassen und wirklich auschillen. weltklasse aufnahmen und die lieder sind wie immer hammer! nur zu empfehlen!!!!"
"3893859861","5","53","2004-08-16","adinhobl","Es wirkt tatsächlich","Im Zuge der Vorbereitung auf meine NLP-Ausbildung bin ich auch auf diese CD gestoßen. Da ich zu diesem Zeitpunkt einige Kilos zu viel hatte, dachte ich mir: Probier's einmal aus. Ich habe mir die CD auf meinen kleinen MP3-Player überspielt und sie mir am Abend vor dem Schlafengehen und am Morgen in der Badewanne, im Fitness-Center auf dem Ergometer und auch in der U-Bahn angehört. Innerhalb von 3 Wochen habe ich mich damit komplett umpogrammiert, sodaß mich jetzt - im Gegensatz zu früher - Riesen Wiener Schnitzel und Cordon Bleu total kalt lassen. Meine neue Liebe gilt Gemüse und Salaten in allen Variationen. Ich habe mittlerweile von 105 auf 90 Kilogramm abgenommen, natürlich unterstützt von einem herausfordernden Fitnessprogramm. &lt;BR&gt;Besonders genial finde ich an der CD die Musik, die mit ihren Sprüngen zwischen den beiden Stereokanälen anscheinend auch dazu dient, die beiden Gehirnhälften zu integrieren. Die Frauenstimme, die einzelne Passagen zwischendurch wiederholt, trägt dazu bei, dass die von der CD vermittelten Botschaften vom Unbewußten aufgenommen und verarbeitet werden. Ich habe die CD bereits vielfach weiterempfohlen und auch an gute Freunde verschenkt. Mit einem Mindestmaß an Vertrauen in das Funktionieren der Methode können auch Sie zum Erfolg kommen."
"3401058371","5","3","2005-10-06","heisie-stbg","Ein schönes Buch, allerdings nicht unbedingt für Kinder","James Bond kommt als 13-Jähriger auf das Elite-Internat Eton, nachdem seine Eltern ums Leben gekommen sind. Sofort bekommt er Probleme mit einem älteren Mitschüler namens George Hellebore.&lt;BR&gt;Das erste Kapitel (ca. die ersten 100 Seiten) beschäftigt sich nur mit Bond und seinen Erlebnissen in Eton. Das mag darauf zurückzuführen zu sein, dass dies der erste Band einer längeren Reihe ist und erst einmal alle Charaktere und Begebenheiten der Vergangenheit erwähnt werden müssen, damit das in den nächsten Büchern nicht mehr notwendig sein wird. Allerdings ist so die Vorbereitung auf das Verbrechen, dem James Bond auf die Spur kommt, doch ungewöhnlich lang. &lt;BR&gt;Das zweite Kapitel heißt &quot;Schottland&quot;, wo James seine Ferien bei Onkel und Tante verbringt. Auf der Zugfahrt dorthin trifft er sowohl den unliebsamen George Hellebore als auch &quot;Red Kelly&quot;, einen Jungen, der ihn dazu bringt, das Verschwinden seines Vetters Alfie Kelly aufzuklären. Und so nehmen die Dinge ihren Lauf: Da George Hellebores Vater ein Schloss in der Nähe vom Haus seines Onkels bewohnt und der Lord etwas mit Alfies Verschwinden zu tun hat, stürzt James dort in ein großes Abenteuer.&lt;P&gt;Das Buch wird ab dem zweiten Kapitel immer spannender, wobei das erste Kapitel auch nicht total langweilig ist. Im dritten Kapitel ist dann der Höhepunkt erreicht und James entdeckt Lord Hellebores schreckliche Verbrechen.&lt;BR&gt;Diese sind nun wiederum so detaillreich und schauderhaft beschrieben, dass man alles bildlich vor Augen hat. &lt;BR&gt;Ich finde nicht, dass die Geschichte eine typische Kinder-Detektiv-Geschichte ist, auch wenn Bond hier noch ein Junge ist. Hellebores Machenschaften sind dazu zu furchtbar. Man ekelt sich an manchen Stellen fürchterlich und auch Tierquälerei kommt nicht zu kurz. Am Ende gibt es sechs Leichen, von denen eine eines natürlichen Todes gestorben ist, der Rest jedoch auf ziemlich grausame Weise ums Leben gekommen ist.&lt;P&gt;Für James Bond-Fans kann man das Buch durchaus empfehlen."
"B00009PBJA","5","5","2003-12-02","slayer1976","Wie die Jungfrau zum Kinde....","&lt;BR&gt;Fazit: Kaufen und genießen! Und die 3-fach CD ¿Rush in Rio&quot; gleich dazu!"
"B00009PBJA","5","6","2003-12-11","slayer1976","Wie die Jungfrau zum Kinde....","&lt;BR&gt;Fazit: Kaufen und genießen! Und die 3-fach CD ¿Rush in Rio&quot; gleich dazu!"
"3401058371","5","2","2005-09-06","guest","Nach langer Zeit wieder eine Bond-Roman-Übersetzung!","Das Warten hat sich gelohnt! Endlich mal wieder die Übersetzung eines Bond-Romans. Charlie Higson hat es geschafft, dass ein deutscher Verlag sich die Rechte gesichert hat. Die Übersetzung fällt gut aus. Ob das Buch jedoch - wie vom Verlag angepriesen - ein Kinderbuch sei, bleibt dahingestellt. &lt;BR&gt;Das erste Abenteuer von James Bond gehört auf jeden Fall in jedes Bücherregal. Das Buch ist richtig dick und superspannend. Fortsetzungen vom selben Autor sind bereits geplant. Und herzlichen Dank, dass das Buch nicht &quot;Silberflosse&quot; genannt wurde!"
"3570300595","3","18","2002-05-25","pseath","Sehr informativ, aber...","Das Buch ist sehr informativ und enthält eine Menge interessanter Fakten und Zahlen. Dafür und für den humanitären Aufklärungscharakter hätte es durchaus 5 Sterne verdient.&lt;P&gt;Aber:&lt;P&gt;Das &quot;Gespräch mit [seinem] Sohn&quot; wirkt dermaßen gekünstelt (ist es ja auch) und unwirklich, daß es einfach nervt. Stattdessen hätte ein normaler Text gereicht. Kein normaler Fragesteller baut in seine Fragen Aufzählungen und sonstige Informationen ein. Rein schriftstellerisch verdient das Buch gerade mal 2 Punkte.&lt;P&gt;Und:&lt;P&gt;Der Hauptteil, also dieses sogenannte Gespräch, ist wirklich gut (inhaltlich). ABER was danach kommt, der Epilog und das Nachwort, zeugen davon, daß der Autor nicht im Mindesten die eigentlichen Mechanismen versteht. Besonders seine Hinweise auf das dümmliche und fatale Modell des Gesellschaftsvertrags nach Jean-Jaques Rousseau haben mir jegliche Begeisterung am Buch geraubt. Wer Elend sieht, sollte auch WIRKLICH die Hintergründe hinterfragen. Dazu kann ich nur das Buch &quot;Die revolutionäre Frage - Föderalismus, Sozialismus, Antitheologismus&quot; von Michael A. Bakunin empfehlen und dort wiederum im Hauptabschnitt Antitheologismus die ausführliche Diskussion des Gesellschaftsvertrages.&lt;P&gt;FAZIT: Sehr informative Darstellung, eher mangelhaft umgesetzt und mit katastrophal falschen (nicht logisch hinterfragten) Schlußfolgerungen!"
"340778922X","5","6","2000-03-02","guest","Echt gut !","Das Buch wurde ja schon genug beschrieben, ich mach das nicht noch mal, aber es ist wirklich lesenswert. Klaus Kordon ist einfach ein Autor bei dem man von der ersten bis zur letzten Seite gefesselt ist. Außerdem erfährt man wie der 2. Weltkrieg wirklich war, und nicht nur das bisschen was in den Geschichtsbüchern steht. Und meiner Meinung nach: Wenn mehr Leute dieses Buch gelesen hätten, dann gäbe es jetzt weniger die die Hitlerzeit zurückwollen."
"340778922X","5","7","2004-02-09","kvazulka","Stoff zum Nachdenken","Dieses Buch ist Mittelteil einer dreibändigen Triologie von Klaus Kordon und ich habe alle drei Werke gelesen, wobei mir dieses am besten gefallen hat. Es verherrlicht nicht all das Grausame und all die Gewalttaten, wie ich es schon in so manchen Büchern gelesen habe. K.Kordon schreibt fesseln und realistisch und ich kann mir denken, dass es, obwohl die Familie Gebhardt, um die es in diesem Roman geht, nie wirklich existirt hat, vielen Familien änlich ergangen ist. Anfangs war ich ganz perplex und Fragen wie Wie kann man so etwas tun? oder Warum sind Juden immer als minderwertig dargestellt? gingen mir im Kopf herum. Ein einmaliger Bericht von einer sechsköpfigen Familie die auch noch ein Baby zu ernähren hat mitten im Krieg. Es ist sehr berührend dargestellt und ich finde obwohl auch ich erst 11 Jahre alt bin, dass auch Kinder dieses Buch lesen können, wenn sie sich für die deutsche Geschichte interessieren. In diesem fantastisch geschriebenem Stück sind viele wahre Begebenheiten in einem Roman verpackt. Ich habe noch lange darüber nachgedacht und denke noch immer."
"B000050F57","5","0","2004-08-31","sebastianreinelt","Immernoch ein Hit!!!","Das Lied &quot;If I ever feel better&quot; von &quot;Phoenix&quot; ist immernoch ein mega Dancefloor Hit in den Clubs, klar, die Platte ist schon von 2000 aber die Leute in den Clubs hören es immernoch sehr gerne und wünschen sich dieses Lied auch sehr häfig!!!&lt;P&gt;Ich sage dazu nur: -&gt; KAUFEN &lt;-"
"B0002TB2XI","5","1","2005-04-17","guest","David Bowie - A Reality Tour 2003","Bowie at his brilliant best. His music is better live than it has ever been - and he's always been great live! And the band are fantastic too - they give great depth of sound to all of his songs, which span the generations. Buy it!"
"340778922X","5","5","2003-05-09","frauke1964","Mein Lieblingsfach: Geschichte...mit Klaus Kordon","Ein tolles Buch, das sehr plastisch die Zerrissenheit der Menschen beschreibt, die keinen Ausweg aus ihrer Misere in den 30er Jahren sahen. Für diese Menschen war Hitler eine Hoffnung aus dem Elend heraus zu kommen. Es zeigt sich auch, wie verhängnisvoll es war, dass die SPD und die KPD keinen gemeinsamen Weg finden konnten. Die Erkenntnis, die man aus dieser Lektüre mitnimmt kann vielleicht dazu beitragen, das Verhalten der damaligen Generation unter bestimmten Lebensverhältnissen (Arbeitslosigkeit, Inflation, Armut) besser zu verstehen. Nebenbei ist einen die Familie Gebhardt so richtig ans Herz gewachsen. Eine Familie, die ihren Kindern trotz aller Armut viel Nestwärme gibt und in der die Kinder von ihren Eltern für damalige Zeiten schon ziemlich ernst genommen wurden. So gut war kein Geschichtsunterricht, den ich als Schülerin hatte."
"340778922X","5","4","1999-09-15","guest","Politische Geschichtsschreibung von &quot;unten&quot;","Der &quot;Held&quot; des Buches ist Hans, der bereits im ersten Teil von Kordons Trilogie der Wendepunkte &quot;Die roten Matrosen&quot; eingeführt wurde, aber nur als Säugling und kleiner Bruder des Protagonisten Helle vorkam. Nun ist Hans fünfzehn, noch immer Hinterhofkind und bekommt als Mitglied einer Arbeiterfamilie die Härten und Wirren der Wirtschaftskrise 1932/33 ökonomisch und politisch ganz besonders zu spüren. Die finanzielle Situation zu Hause ist desolat, sein Bruder Kommunist und der Freund seiner Schwester der SA beigetreten: die Brennpunkte der damaligen Zeit glühen in seiner eigenen Familie heftig und die Entscheidung, ob er es sich leicht machen oder unter großen Risiken moralisch aufrecht seinen Weg gehen soll, fällt Hans nicht leicht.&lt;P&gt;Wieder einmal tritt Kordon als Meister der &quot;Geschichtsschreibung von unten&quot; in Aktion. Diejenigen, die schon die &quot;Roten Matrosen&quot; gelesen haben, können dieses Buch doppelt genießen. Neben der spannenden Handlung und der schlicht, aber echt wirkenden Sprache gibt es für sie ein Wiedersehen mit alten Bekannten, die sich konsequent weiterentwickelt haben. Bei manchen Romanfiguren ergreift einen Bedauern: hatte man doch im Vorgängerband das Gefühl ein Kind zu zusehen, daß es sich als Erwachsener auf die aus heutiger Sicht eindeutig falsche Seite schlägt... Das ist packend und gut gemacht. Kordon offenbahrt hier, nicht zuletzt durch die Anmerkungen im Anhang des Buches, seine eigene politische Sicht des Zeitgeschehens. Aber sie entspricht höchstwahrscheinlich dem Standpunkt, den eine Familie vertreten hätte, die damals im ärmsten Stadtteil Berlins, in der ärmsten Straße, im sechsten Hinterhof lebte. Kordon ergreift Partei für die Schwachen, die in Krisensituationen am schlimmsten getroffen werden. Der Blickwinkel besser situierter Menschen interessiert hier nicht. Aber wer es genauer wissen will, kann sich ja eingehender informieren und darauf macht dieses Buch, das ja &quot;nur&quot; ein Roman ist, wirklich Appetit. Das ist Kordons großes Verdienst. &lt;font size=&quot;-1&quot; face=&quot;geneva, arial, helvetica&quot;&gt;(Dies ist eine &lt;b&gt;Amazon.de an der Uni&lt;/b&gt;-Studentenrezension.)&lt;/font&gt;"
"3570302385","5","5","2005-05-20","isabel28","Geil!!!","Dieses Buch ist einfach geil!und wer was gegen Jugendsprache hat oder englische Ausdrücke wie &quot;See U in hell,U suckers&quot; nicht mag,sollte es nicht lesen,denn Gawijn erzählt dadurch sehr lebendig . Doch die echten Nirvana-Fans sollen nicht enttäuscht sein,so viel über Kurt steht nämlich nicht drin,aber es ist trotzdem ein klasse Buch und ich habs in ein paar Stunden durchgelesen!!! &lt;BR&gt;So get up your lazy asses and buy it!!!"
"3570302385","4","3","2004-10-27","nine-rulezzz","mhhhh","mhh ich würde sagen das das buch ok. ich hätte gedacht das es mehr um kurt cobain geht, aber die geschichte von gawijn ist auch sehr interessant!!! es macht spaß zu lesen und weil es nur 190 seiten hat lässt es sich sehr schnell lesen. dieses buch ist meiner meinung nach ein buch was man auch in der schule lesen könnte, wo man auch spaß dran hat .... an sich ein geiles buch.. am besten sind die kurzen aber wirkungsvollen englichen sprüche (see you in hell ect!!!) einfach nur geil.. =)"
